,est_id,est_nm,pool_id,pool_nm
0,257,Abja Spordi- ja Tervisekeskus,402,Abja Spordi-ja Tervisekeskuse väike bassein
1,257,Abja Spordi- ja Tervisekeskus,402,Abja Spordi-ja Tervisekeskuse väike bassein
2,257,Abja Spordi- ja Tervisekeskus,401,Abja Spordi- ja Tervisekeskuse suur bassein
3,257,Abja Spordi- ja Tervisekeskus,401,Abja Spordi- ja Tervisekeskuse suur bassein
4,171,Adeli Terviseklubi,244,Adeli Terviseklubi bassein
5,171,Adeli Terviseklubi,244,Adeli Terviseklubi bassein
6,55,Aqva Hotel & Spa Veekeskus,75,Aqva veekeskuse beebibassein
7,55,Aqva Hotel & Spa Veekeskus,75,Aqva veekeskuse beebibassein
8,55,Aqva Hotel & Spa Veekeskus,509,Aqva veekeskuse külmaveebassein
9,55,Aqva Hotel & Spa Veekeskus,509,Aqva veekeskuse külmaveebassein
10,55,Aqva Hotel & Spa Veekeskus,470,Aqva veekeskuse välibassein
11,55,Aqva Hotel & Spa Veekeskus,470,Aqva veekeskuse välibassein
12,55,Aqva Hotel & Spa Veekeskus,74,Aqva veekeskuse lõbubassein
13,55,Aqva Hotel & Spa Veekeskus,74,Aqva veekeskuse lõbubassein
14,55,Aqva Hotel & Spa Veekeskus,76,Aqva veekeskuse sportbassein
15,55,Aqva Hotel & Spa Veekeskus,76,Aqva veekeskuse sportbassein
16,230,Ardu lasteaed,342,Ardu lasteaed
17,230,Ardu lasteaed,342,Ardu lasteaed
18,75,Arena,93,Arena suur bassein
19,75,Arena,93,Arena suur bassein
20,75,Arena,92,Arena lastebassein
21,75,Arena,92,Arena lastebassein
22,133,Arensburg Welness SPA,178,Arensburg Welness SPA bassein
23,133,Arensburg Welness SPA,178,Arensburg Welness SPA bassein
24,133,Arensburg Welness SPA,343,Arensburg Welness SPA mullivann
25,133,Arensburg Welness SPA,343,Arensburg Welness SPA mullivann
26,64,AS Medicum Tervishoiuteenused ujula,77,AS Medicum Tervishoiuteenused ujula bassein
27,64,AS Medicum Tervishoiuteenused ujula,77,AS Medicum Tervishoiuteenused ujula bassein
28,58,Astangu Kutserehabilitatsiooni Keskuse ujula,467,Astangu Kutserehabilitatsioonikeskuse väikebassein
29,58,Astangu Kutserehabilitatsiooni Keskuse ujula,467,Astangu Kutserehabilitatsioonikeskuse väikebassein
30,58,Astangu Kutserehabilitatsiooni Keskuse ujula,68,Astangu Kutserehabilitatsioonikeskuse bassein
31,58,Astangu Kutserehabilitatsiooni Keskuse ujula,68,Astangu Kutserehabilitatsioonikeskuse bassein
32,273,Atlantis H2O Aquapark (mitte kasutada),448,Atlantis H2O Lainetuse bassein
33,273,Atlantis H2O Aquapark (mitte kasutada),448,Atlantis H2O Lainetuse bassein
34,273,Atlantis H2O Aquapark (mitte kasutada),449,Atlantis H2O Lilla toru bassein
35,273,Atlantis H2O Aquapark (mitte kasutada),449,Atlantis H2O Lilla toru bassein
36,273,Atlantis H2O Aquapark (mitte kasutada),451,Atlantis H2O Mullivann 50cm
37,273,Atlantis H2O Aquapark (mitte kasutada),451,Atlantis H2O Mullivann 50cm
38,273,Atlantis H2O Aquapark (mitte kasutada),450,Atlantis H2O Mullivann 70cm
39,273,Atlantis H2O Aquapark (mitte kasutada),450,Atlantis H2O Mullivann 70cm
40,283,Atlantis H2O Aquapark veekeskus,490,Atlantis H2O lilla toru maandumisbassein
41,283,Atlantis H2O Aquapark veekeskus,490,Atlantis H2O lilla toru maandumisbassein
42,283,Atlantis H2O Aquapark veekeskus,489,Atlantis H2O mullivann
43,283,Atlantis H2O Aquapark veekeskus,489,Atlantis H2O mullivann
44,283,Atlantis H2O Aquapark veekeskus,487,Atlantis H2O ringvoolu bassein
45,283,Atlantis H2O Aquapark veekeskus,487,Atlantis H2O ringvoolu bassein
46,283,Atlantis H2O Aquapark veekeskus,488,Atlantis H2O Expo linnak
47,283,Atlantis H2O Aquapark veekeskus,488,Atlantis H2O Expo linnak
48,101,Audentes Fitness ujula,120,Audentes Fitness mullivann
49,101,Audentes Fitness ujula,120,Audentes Fitness mullivann
50,101,Audentes Fitness ujula,119,Audentes Fitness lastebassein
51,101,Audentes Fitness ujula,119,Audentes Fitness lastebassein
52,101,Audentes Fitness ujula,118,Audentes Fitness suur bassein
53,101,Audentes Fitness ujula,118,Audentes Fitness suur bassein
54,163,August Kitzbergi nimeline Gümnaasiumi ujula,547,August Kitzbergi nimeline gümnaasium lastebassein
55,163,August Kitzbergi nimeline Gümnaasiumi ujula,547,August Kitzbergi nimeline gümnaasium lastebassein
56,163,August Kitzbergi nimeline Gümnaasiumi ujula,235,August Kitzbergi nimeline Gümnaasiumi Bassein
57,163,August Kitzbergi nimeline Gümnaasiumi ujula,235,August Kitzbergi nimeline Gümnaasiumi Bassein
58,74,Aura Veekeskuse ujula,90,Aura Veekeskuse beebibassein
59,74,Aura Veekeskuse ujula,90,Aura Veekeskuse beebibassein
60,74,Aura Veekeskuse ujula,88,Aura Veekeskuse spordibassein
61,74,Aura Veekeskuse ujula,88,Aura Veekeskuse spordibassein
62,74,Aura Veekeskuse ujula,486,Aura veepargi mullivannid
63,74,Aura Veekeskuse ujula,486,Aura veepargi mullivannid
64,74,Aura Veekeskuse ujula,89,Aura Veekeskuse õppebassein
65,74,Aura Veekeskuse ujula,89,Aura Veekeskuse õppebassein
66,74,Aura Veekeskuse ujula,91,Aura Veekeskuse veepargi bassein
67,74,Aura Veekeskuse ujula,91,Aura Veekeskuse veepargi bassein
68,74,Aura Veekeskuse ujula,484,Aura Terviseklubi kuumavee vann
69,74,Aura Veekeskuse ujula,484,Aura Terviseklubi kuumavee vann
70,125,Avinurme ujula,595,Avinurme aleviku veevärk
71,125,Avinurme ujula,595,Avinurme aleviku veevärk
72,125,Avinurme ujula,688,Avinurme puurkaev 25612
73,125,Avinurme ujula,688,Avinurme puurkaev 25612
74,125,Avinurme ujula,168,Avinurme ujula bassein
75,125,Avinurme ujula,168,Avinurme ujula bassein
76,321, Babysport OÜ ujula,614,Bobysport väikelaste teraapia bassein
77,321, Babysport OÜ ujula,614,Bobysport väikelaste teraapia bassein
78,241,City SPA ujula,372,City SPA suur bassein
79,241,City SPA ujula,372,City SPA suur bassein
80,241,City SPA ujula,502,City SPA mullivann
81,241,City SPA ujula,502,City SPA mullivann
82,308,Eesti Massazi ja Teraapiakooli ujula,569,Eesti Massaazi - Teraapiakooli bassein
83,308,Eesti Massazi ja Teraapiakooli ujula,569,Eesti Massaazi - Teraapiakooli bassein
84,281,Eforea SPA ujula,481,Hilton Tallinn Park hotelli mullivann
85,281,Eforea SPA ujula,481,Hilton Tallinn Park hotelli mullivann
86,281,Eforea SPA ujula,480,Hilton Tallinn Park hotelli bassein
87,281,Eforea SPA ujula,480,Hilton Tallinn Park hotelli bassein
88,110,Estonia Spaa- ja Saunakeskus,139,Estonia Spaa- ja Saunakeskuse suur bassein
89,110,Estonia Spaa- ja Saunakeskus,139,Estonia Spaa- ja Saunakeskuse suur bassein
90,110,Estonia Spaa- ja Saunakeskus,140,Estonia Spaa- ja Saunakeskuse rababassein
91,110,Estonia Spaa- ja Saunakeskus,140,Estonia Spaa- ja Saunakeskuse rababassein
92,110,Estonia Spaa- ja Saunakeskus,356,Estonia Surnumere soolaga bassein
93,110,Estonia Spaa- ja Saunakeskus,356,Estonia Surnumere soolaga bassein
94,57,Estonia Termid,66,Estonia Termid suur bassein
95,57,Estonia Termid,66,Estonia Termid suur bassein
96,57,Estonia Termid,365,Estonia Termid lastebassein
97,57,Estonia Termid,365,Estonia Termid lastebassein
98,57,Estonia Termid,65,Estonia Termid jaapani vann
99,57,Estonia Termid,65,Estonia Termid jaapani vann
100,57,Estonia Termid,366,Estonia Termid massaašibassein
101,57,Estonia Termid,366,Estonia Termid massaašibassein
102,57,Estonia Termid,367,Estonia Termid mullivann
103,57,Estonia Termid,367,Estonia Termid mullivann
104,57,Estonia Termid,67,Estonia Termid pudelibassein
105,57,Estonia Termid,67,Estonia Termid pudelibassein
106,96,Fra Mare Thalasso SPA,337,Fra Mare Thalasso SPA mullivann
107,96,Fra Mare Thalasso SPA,337,Fra Mare Thalasso SPA mullivann
108,96,Fra Mare Thalasso SPA,335,Fra Mare Thalasso SPA välibassein
109,96,Fra Mare Thalasso SPA,335,Fra Mare Thalasso SPA välibassein
110,96,Fra Mare Thalasso SPA,336,Fra Mare Thalasso SPA suur bassein
111,96,Fra Mare Thalasso SPA,336,Fra Mare Thalasso SPA suur bassein
112,238,Haabersti tervisekeskus,369,Haabersti Tervisekeskuse suur bassein
113,238,Haabersti tervisekeskus,369,Haabersti Tervisekeskuse suur bassein
114,238,Haabersti tervisekeskus,368,Haabersti Tervisekeskuse imikute bassein
115,238,Haabersti tervisekeskus,368,Haabersti Tervisekeskuse imikute bassein
116,228,Haapsalu Veekeskus,339,Haapsalu veekeskuse laste bassein
117,228,Haapsalu Veekeskus,339,Haapsalu veekeskuse laste bassein
118,228,Haapsalu Veekeskus,338,Haapsalu veekeskuse suur bassein
119,228,Haapsalu Veekeskus,338,Haapsalu veekeskuse suur bassein
120,228,Haapsalu Veekeskus,340,Haapsalu veekeskuse mullivann
121,228,Haapsalu Veekeskus,340,Haapsalu veekeskuse mullivann
122,224,Haljala lasteaed Pesapuu ujula,1123,Haljala Naaritsa puurkaevu veevärk
123,224,Haljala lasteaed Pesapuu ujula,1123,Haljala Naaritsa puurkaevu veevärk
124,224,Haljala lasteaed Pesapuu ujula,1345,Haljala Naaritsa p/k katastri nr 3133
125,224,Haljala lasteaed Pesapuu ujula,1345,Haljala Naaritsa p/k katastri nr 3133
126,224,Haljala lasteaed Pesapuu ujula,330,Haljala lasteaed Pesapuu bassein
127,224,Haljala lasteaed Pesapuu ujula,330,Haljala lasteaed Pesapuu bassein
128,262,Hedon SPA,418,Hedon Spa soolabassein
129,262,Hedon SPA,418,Hedon Spa soolabassein
